Catalyst Products Export 
Report Generated at: Tue Oct 14 2025 23:44:06 GMT+0800 (China Standard Time)
ASIN,Product Name,Brand,Category,Revenue (Monthly),Units Sold (Monthly),Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight,Variant Differences
"B07FRF68JP","JUSPURBET Decorative Pillow Covers Set of 2 Velvet Throw Pillow Covers 24x24 for Couch Sofa Bed Soft Cushion Covers Cases with Hidden Zipper for Living Room Home Decor Pink Purple","JUSPURBET","Home & Kitchen","$187,313.92","7,808","$23.99","$10.46","$13.53","2,703","46","7","1","07/21/2018","JUSPURBET Home","4.6","2.3 x 9.2 x 13.7 in","Large standard","1.049 lb","Color, Size"
"B0FJY78BCS","Handheld Vacuum Cordless -Car Vacuum Portable Cordless Cleaner with 11000Pa Powerful Suction 1.2lbs Lightweight  Type-C Charge  Multiple Accessories  Portable Hand Vacuum for Home  Pet and Car","Antaha","Home & Kitchen","$105,054.97","3,503","$29.99","$11.36","$18.63","2,725","6","7","4","07/25/2025","YiBingDa","5.0","3.9 x 4.41 x 17.72 in","Large standard","2.141 lb","N.A."
"B07HFBNRD1","THREAD SPREAD 100% Pure Egyptian Cotton Sheets Twin XL Size - High Thread Count 3 PC Twin XL Sheet Sets Cotton  College Dorm Sheets Twin XL Set  16"" Deep Pocket Luxury Cooling Bed Sheet - Deep Blue","THREAD SPREAD","Home & Kitchen","$209,992.50","4,941","$42.50","$14.77","$27.73","2,801","6","9","1","05/14/2016","Thread Spread","4.6","4.02 x 9.49 x 11.54 in","Large standard","4.299 lb","Color Name, Size Name"
"B09QYD92J2","RYB HOME Semi Sheer Curtains 63 inch Length 2 Panels  Linen Textured Privacy Protect Window Drapes Soft Breathable Back Tab Window Curtains for Bedroom Living Room Decor  52 W x 63 L  Linen","RYB HOME","Home & Kitchen","$214,628.05","7,679","$27.95","$11.23","$16.72","2,879","28","9","1","01/22/2022","RYB HOME","4.8","3.622 x 8.346 x 10.866 in","Large standard","2.326 lb","Color Name, Size Name"
"B0CL7QV78R","Eclipse Extra Wide Grommet Curtain  Kendall Sliding Patio Door Curtain Panel  Solid Textured Thermal Insulated and Noise Reducing Curtains  (1 Panel)  84 in Long x 100 in Wide  Black","Eclipse","Home & Kitchen","$467,209.20","7,080","$65.99","$18.45","$47.54","2,891","6","4","1","10/17/2023","Amazon.com","4.4","4.213 x 10.906 x 14.449 in","Large standard","3.32 lb","Color Name, Size Name, Style Name"
"B00WI0CIS2","Full XL (6-8 in. Deep) SureGuard Mattress Encasement - 100% Waterproof  Bed Bug Proof  Hypoallergenic - Premium Zippered Six-Sided Cover","SureGuard Mattress Protectors","Home & Kitchen","$500,689.53","8,349","$59.97","$17.07","$42.90","2,923","17","9","1","04/22/2015","Rykies","4.8","3.78 x 11.14 x 11.22 in","Large standard","2.709 lb","Size Name, Style Name"
"B0DJMVTJ8X","Gas One 3 Pack 6 Hour Chafing Fuel - Food Warmer for Chafing Dish Buffet Set - Reusable Liquid Safe Fuel With Wick & Lid Opener","Gas One","Home & Kitchen","$99,381.90","7,710","$12.89","$5.98","$6.91","2,963","25","5","1","08/20/2024","Amazon.com","4.8","N.A.","Small standard","N.A.","Size Name"
"B0FFMY7ZS8","YOZLNFO Travel Steamer for Clothes Portable: 2-in-1 Mini Handheld Garment Steamer Iron - 15s Heat Up & 5 Adjustable Steam - Large Ceramic Panel - 110-120V","YOZLNFO","Home & Kitchen","$538,083.00","5,850","$91.98","$20.56","$71.42","3,116","4","7","4","06/30/2025","Bergoolin","5.0","4.41 x 4.53 x 10.31 in","Large standard","1.81 lb","Color Name"
"B0CNJNL6SY","Black Toothbrush Holder - 7 Slots Bathroom Organizer Countertop with Drainage Matte Black Electric Toothbrush and Toothpaste Holder for Bathroom Accessories Organization Vanity Sink Storage (function(f) {var _np=(window.P._namespace(""DetailPageProductTitleTemplates""));if(_np.guardFatal){_np.guardFatal(f)(_np);}else{f(_np);}}(function(P) { if("""" != """" && window.ue && window.ue.trigger) { window.ue.trigger(""BUYX_DP_TAILORING_TITLE_PROFICIENCY_520587""  """"); window.ue.count(""shortTitle-rendered-proficient""  1); } }));","Store, GFWARE GFWARE Visit the","Home & Kitchen","N.A.","6,240","N.A.","$3.58","$11.24","3,269","10","1","1","02/18/2024","bxkus","4.9","N.A.","Small standard","N.A.","Color Name"
"B0DTQBKPJW","Ultra Soft Fleece Blanket Throw Size - Flannel Fleece Luxury Throw Blanket - Lightweight for Couch Bed Chair - Thick  Warm and Breathable - All Season Cozy Fuzzy  Anti-Static Microplush Bedding  Navy","CGK Unlimited","Home & Kitchen","$58,710.63","2,937","$19.99","$9.86","$10.13","3,285","23","5","1","07/07/2025","CGK Unlimited","4.9","5.43 x 5.71 x 9.09 in","Large standard","1.541 lb","Color Name, Size Name"
"B0BB4F62WX","iDesign Small Oval Plastic Bathroom Trash Can – Coconut","InterDesign","Home & Kitchen","$341,340.60","7,940","$42.99","$7.44","$35.55","3,432","22","5","1","08/18/2022","Way to Divine","4.7","7.244 x 11.417 x 13.031 in","Large standard","1.124 lb","Color Name, Style Name"
"B0FH6QC5HC","4TH Emotion Fall Pumpkins Decorative Lumbar Pillow Covers 12x20 Set of 2  Beige Soft Plush Faux Fur Wool Farmhouse Throw Cushion Cases for Autumn Thanksgiving Holiday Home Decorations","4TH Emotion","Home & Kitchen","$324,902.25","14,775","$21.99","$7.62","$14.37","3,457","41","7","1","07/10/2025","4TH Emotion","4.4","9 x 9 x 0.5 in","Small standard","0.5 lb","Color Name, Size Name"
"B0BMXKSJ7R","8 Pack Iridescence Plastic Tablecloths Shiny Disposable Laser Rectangle Table Covers Holographic Foil Tablecloth Iridescent Party Decoration Birthday Bridal Wedding Christmas 54"" x 108""(Pink & Purple)","FunnyPars","Home & Kitchen","$123,474.78","7,722","$15.99","$8.91","$7.08","3,617","29","7","2","11/19/2022","FunnyPars Store","4.5","1.22 x 7.6 x 13.82 in","Large standard","1.08 lb","Color Name, Size Name"
"B0FFZ3RRJT","Allorry Fall Pillow Covers 20x20 Set of 2 Fall Beige Pumpkin Embroidery Throw Pillow Covers Soft Plush Faux Fur Cushion Covers for Sofa Bedroom Living Room Autumn Thanksgiving Home Decor PT-010A20","Allorry","Home & Kitchen","$127,180.68","5,532","$22.99","$7.87","$15.12","3,670","12","5","1","06/28/2025","Allorry-US-shop","4.3","0.472 x 10.709 x 12.283 in","Small standard","0.562 lb","Color Name, Size Name"
"B08QDLQ3QT","YnM Original Weighted Blanket  Organic Long Stapled Cotton with Glass Beads  Bed Blanket for One Person of 190lbs  Ideal for Queen/King Bed (60x80 Inches  20 Pounds  Lavender)","YnM","Home & Kitchen","$568,286.85","6,315","$89.99","$26.61","$63.38","3,733","16","9","1","02/05/2021","YnM","4.2","5.83 x 13.43 x 16.65 in","Large standard","19.141 lb","Color Name, Size Name"
"B0FFGHFY96","Real Touch Cedar Garland - Artificial Christmas Garlands Faux Green Cedar Fake Pine Needles Garland for Fireplace Table  Stairs  Mantle  Window Indoor Outdoor Home Holiday Decor(1 PCS 16 FT)","FOTEEWL","Home & Kitchen","$401,959.80","4,020","$99.99","$24.99","$75.00","3,852","29","7","1","06/25/2025","Green dew","4.7","13.38 x 13.38 x 5.11 in","Large standard","9.26 lb","Item Package Quantity, Size Name"
"B0FSCHP3FT","Air Purifiers for Home Large Room Cover Up to 1500 Ft² with True HEPA Filter  20dB Sleep Mode  360° Air Intake & Outlet  Air Cleaner for Bedroom Pets  7 Color Light  HAP604  Bright White","ECOSELF","Home & Kitchen","$1,436,328.18","7,182","$199.99","$39.11","$160.88","4,050","44","7","1","09/23/2025","SENCRE SHOP","5.0","7.56 x 7.87 x 15.27 in","Large standard","4.37 lb","Color"
"B0DKFP9X4Q","DECOCKRAT 3 Pack Foil Fringe Backdrop - Hot Pink Shiny Tinsel Curtains for Party Decoration/Photo Booth Props - 3.3x8.2 FT Metallic Foil Backdrop for Birthday  Wedding  Graduation  Christmas.","DECOCKRAT","Home & Kitchen","$39,254.87","4,913","$7.99","$4.75","$3.24","4,110","9","4","1","10/21/2024","DECOCKRAT","4.4","0.55 x 9.65 x 12.17 in","Small standard","0.461 lb","Color"
"B0FDG3VHP5","Fall Candles Set | 4 Pack Autumn Scented Candles - Fall Candle Gifts for Women Men  Soy Candles for Home Scented - Autumn Scent of - Pumpkin/Cinnamon Apple/Harvest/Vanilla Cream","Aredenua","Home & Kitchen","$37,997.40","1,743","$21.80","$11.42","$10.38","4,391","12","9","1","08/20/2025","Aredenua US","4.1","4.17 x 7.09 x 7.4 in","Large standard","3.68 lb","Scent Name, Size Name"
"B0FLP9ZR5Z","Positive Grim Reaper Jar – 60 Funny Emotional Support Grim Reaper  Dark Humor Spooky Gifts  Halloween Basket Stuffers for Adults Women Men  Halloween Gifts for Adults  Coworkers  Boo Basket Stuffers","Miarita","Home & Kitchen","$63,542.61","4,239","$14.99","$6.92","$8.07","4,435","47","7","1","08/08/2025","MiaRita Official Store","4.6","2.83 x 2.83 x 3.58 in","Large standard","0.201 lb","Color"
"B0FGPMZZ73","Pundin Door Draft Stopper Adjustable Door Sweep for Bottom of Door Silicone Weather Stripping Door Bottom Seal Blocker Air Noise Under Door Gap Filler for Interior/Exterior Doors(White  39inch)","pundin","Home & Kitchen","$24,268.44","3,507","$6.92","$5.41","$1.51","4,454","32","7","1","07/20/2025","yuxinsahnghang","4.7","2.17 x 5.79 x 6.54 in","Large standard","0.351 lb","Color Name, Size Name"
"B07JNTYDCV","Dseap Coat Rack Wall Mount - 38” Long 10-Tri-Hooks Heavy Duty Coat Hanger Rail Wall Hooks for Hanging Coats Hats Clothing Clothes Purse Mudroom Entryway  Bronze  Pack of 2","Dseap","Home & Kitchen","$391,244.10","5,590","$69.99","$22.24","$47.75","4,481","22","7","1","10/25/2018","Dseap","4.2","3 x 4.25 x 38 in","Large bulky","3.699 lb","Color Name, Size Name"
"B08THV2JM7","304 Stainless Steel Kitchen Cooking Tongs  14"" and 16"" Set of 2 Sturdy Grilling Barbeque Brushed Locking Food Tongs with Ergonomic Grip  Grey","ALLWIN-HOUSEWARE W","Home & Kitchen","$46,826.01","6,699","$6.99","$5.82","$1.17","4,487","4","7","1","07/21/2021","ALLWIN-HOUSEWARE","4.2","1.46 x 3.27 x 16.89 in","Large standard","0.82 lb","Color Name, Size Name"
"B0F12WSK4Q","EnjoyView Custom Big Head Cutout on a Stick  6"" to 48"" Personalized Face Cutouts for Birthday  Party Props  Graduations  Decoration Gifts  1Piece","EnjoyView","Home & Kitchen","$40,672.95","5,155","$7.89","$2.17","$5.72","4,524","38","7","1","03/11/2025","EnjoyView Store","4.4","12 x 1 x 12 in","Large standard","N.A.","N.A."
"B0C6HTTBMK","KICHOWUA 6x9 Light Grey Fluffy Shag Area Rug for Bedroom  Soft Plush Fuzzy Washable Non Slip Carpet for Living Room  Modern Comfy Furry Shaggy Large Rug for Kids Baby Boys Nursery Dorm  Tie-Dye Gray","KICHOWUA","Home & Kitchen","$286,282.64","7,003","$40.88","$15.64","$25.24","4,586","37","7","1","05/28/2023","tanshifu carpet","4.4","4.84 x 11.57 x 16.93 in","Large standard","7.961 lb","Color Name, Size Name"
"B0F6V6HP2Q","PartyWoo Light Blue Streamers Backdrop 3pcs Baby Blue Foil Fringe Streamer Curtain 8.2FT Tinsel Backdrop for Birthday Gender Reveal Baby Shower Graduation Pool Mermaid Under The Sea Party Decorations","PartyWoo","Home & Kitchen","$23,409.00","5,100","$4.59","$4.49","$0.10","4,602","10","6","2","04/29/2025","Amazon.com","4.7","1.32 x 2.23 x 3.34 in","Large standard","0.45 lb","Color Name, Size Name"
"B0DKJTHRPJ","Casa Platino Hand Towel Pack of 4 (16""x28"") - Spa & Hotel Quality - 100% Mercerized Cotton  Ring Spun - Quick Dry  Ultra Soft & Absorbent Bath Hand Towels for Bathroom & Salon - Pre Shrunk - Navy Blue","Casa Platino","Home & Kitchen","$50,351.41","3,359","$14.99","$8.76","$6.23","4,674","19","7","1","03/20/2025","Homespun Global","3.9","1.34 x 8.39 x 13.3 in","Large standard","1.21 lb","Color Name, Size Name"
"B0CHSKTF4N","MCS Canvas Float Frames 8x10 Frame  Natural Woodgrain for Finished Canvases  Vertical & Horizontal Wall with Adehsive for Canvas Paintings (1-Pack)","MCS","Home & Kitchen","$96,467.67","6,033","$15.99","$9.44","$6.55","4,677","44","5","1","N.A.","Amazon.com","4.4","1.93 x 10.28 x 16.19 in","Large standard","1.68 lb","Color Name, Size Name"
"B0CC8W2FM7","MOZEAL 4"" x 10"" Extra-Large Gold Pillar Candles (Set of 2)  Unscented Dripless  Smokeless Long Clean-Burning These Tall 10 inch Large Gold Pillar Candles Perfect for Weddings and Christmas Decor","MOZEAL","Home & Kitchen","$322,482.39","5,561","$57.99","$18.21","$39.78","4,758","4","5","1","10/27/2023","MOZEAL","3.7","5.12 x 9.92 x 12.01 in","Large standard","7.941 lb","Color Name, Size Name"
"B0FC29Y4JY","GRANNY SAYS 6 Shelf Hanging Closet Organizers and Storage  Collapsible Closet Hanging Organizer with 2 Sturdy Hooks  Large Hanging Shelves for Closet  College Dorm  Locker  Beige","GRANNY SAYS","Home & Kitchen","$55,298.11","3,689","$14.99","$9.11","$5.88","4,783","5","7","1","07/31/2025","GRANNY  SAYS","5.0","1.65 x 11.97 x 12.52 in","Large standard","2.18 lb","Color Name, Size Name"
"B0CB63M5HQ","DOWNCOOL King Size Comforter Set -All Season Bedding Comforters Sets with 2 Pillow Cases -3 Pieces Bed Set Down Alternative King Bedding Set -Beige King Comforter Set(102""x90"")","DOWNCOOL","Home & Kitchen","$218,002.29","5,071","$42.99","$15.64","$27.35","4,812","37","7","1","07/05/2023","DOWNCOOL","4.1","7.25 x 7.76 x 16.86 in","Large standard","5.37 lb","Color Name, Size Name"
"B09YL6G9VS","WYNK Halloween Party Decorations Cups  50 Packs Blood Bag IV Bags for Drink - 11.5 FL Oz Comes with a filling pump  Live Blood of Theme   Halloween/Vampire/ Hospital Nurse Graduation Party Favors","WYNK","Home & Kitchen","$111,043.17","2,583","$42.99","$14.52","$28.47","4,813","36","9","1","04/21/2022","WYNK_U.S","4.8","4.53 x 6.1 x 13.86 in","Large standard","3.351 lb","Size Name"
"B0FKFMWRF2","GiveBest Portable Space Heater – 1500W Quiet & Energy Efficient Overheat & Tip-Over Protection  Fast Heating PTC Technology  Ideal for Bedroom  Office & Desk Use  Grey","GiveBest","Home & Kitchen","$159,341.70","4,830","$32.99","$9.00","$23.99","4,945","33","7","1","06/21/2023","Givebest Store","5.0","N.A.","Small standard","N.A.","Color"
"B0F5PZPHTC","Neakasa Magic 1 Vacuum Steamer  Handheld Travel Garment Steamer for Clothes  2300Pa Suction for Clothes Grips  Steamer Iron 2 In 1  for 110-120V Use (Silver)","Neakasa","Home & Kitchen","$344,301.74","3,826","$89.99","$21.11","$68.88","4,945","30","7","1","04/21/2025","Neakasa official","4.3","4.49 x 7.44 x 11.18 in","Large standard","2.87 lb","Color Name"
