Catalyst Products Export 
Report Generated at: Tue Oct 14 2025 23:44:47 GMT+0800 (China Standard Time)
ASIN,Product Name,Brand,Category,Revenue (Monthly),Units Sold (Monthly),Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight,Variant Differences
"B0F4996GKZ","OUAI Super Dry Shampoo - Volumizing Dry Shampoo - Absorbs Oil  Dirt & Sweat - Blends Seamlessly into Hair with Zero Residue & Enriched with a Long-Lasting Scent - Melrose Place (4.5 oz)","OUAI","Beauty & Personal Care","$260,130.00","8,671","$30.00","$9.39","$20.61","3,283","47","9","1","04/09/2025","FRONT ROW","4.3","1.81 x 1.89 x 7.56 in","Large standard","0.399 lb","Scent Name, Size Name"
"B0FFF3757L","medicube Multi Pore Brush & Face Mask Applicator | 4-in-1 Silicone Jelly Brush for Deep Pore Cleansing  Face Mask Application & Gentle Face Massage | Kbeauty Skincare Tool | 1 Piece","medicube","Beauty & Personal Care","$34,953.12","3,888","$8.99","$5.09","$3.90","3,297","9","4","1","06/24/2025","Medicube & Aprilskin","4.8","0.79 x 5.75 x 6.93 in","Large standard","0.11 lb","N.A."
"B09W366F4R","Laura Mercier Translucent Loose Setting Powder  24HR Shine Control  Infused with Vitamins C + E  Soft Matte Finish  Normal to Oily Skin  4 Shades for Virtually All Skin Tones  Holiday Gift Set","Laura Mercier","Beauty & Personal Care","$130,025.00","5,201","$25.00","$8.42","$16.58","3,326","22","7","1","03/01/2023","Laura Mercier","4.0","1.54 x 2.05 x 2.05 in","Large standard","0.11 lb","Color Name, Size Name"
"B083XWG5WV","TDANCE Lash Extension Matte Black Eyelash Extension C CC D DD J B L Curl Volume & Classic Lash Extensions 0.03-0.18mm Thickness Professional Salon Use(0.05-D 12 mm)","TDANCE","Beauty & Personal Care","$48,460.50","4,895","$9.90","$4.07","$5.83","3,349","10","9","1","01/21/2020","LiLi Beauty","4.2","0.6 x 2.4 x 4.7 in","Small standard","0.051 lb","Scent Name, Size Name"
"B0DRH1P8ST","Olive & June Classic Super Stick Mani Press On Nails | Short  Round | No Glue Needed | 32 Tab Nails in 16 Sizes | Non-Toxic Tabs Easy On-Off Non-Damaging Realest Look | 7-Day Wear | Rink Pastel Blue","Olive & June","Beauty & Personal Care","$56,637.00","6,293","$9.00","$4.62","$4.38","3,375","37","7","1","12/25/2024","Amazon.com","3.9","1.02 x 2.17 x 4.76 in","Large standard","0.04 lb","Color Name"
"B0FPWYHV6Z","Purple Braiding Hair  Rumi Hair Extensions Purple  Long Rumi Wig hair Extensions for braids  Synthetic Crochet Braiding Twist Hair Halloween Costume Cosplay (30IN)","MOVVIYE","Beauty & Personal Care","$103,119.54","6,073","$16.98","$3.54","$13.44","3,393","2","5","1","09/04/2025","lanwei","4.5","8 x 5 x 1.5 in","Large standard","0.26 lb","Size"
"B0D1C2VFQ5","BORN PRETTY Nail Rhinestone Glue Gel for Nails Super Strong Gel Nail Glue for Nail Charm 3D Nails Gems Beads Nail Art Jewels Cured Need Nail Art DIY at Home 30ML","Born Pretty","Beauty & Personal Care","$60,211.86","8,614","$6.99","$4.74","$2.25","3,401","14","7","2","04/10/2024","TEXASBESTPR","4.4","1.3 x 1.73 x 4.69 in","Large standard","0.09 lb","Color"
"B0F9B287Y4","BAGSMART Birthday Gifts Personalized Initial Makeup Bag  Trendy Stuff Gifts for Women Bridesmaid Graduation  Puffy Padded Make Up Bags for Women  Wide-open Toiletry Bag  Pink J","BAGSMART","Beauty & Personal Care","$127,886.55","9,845","$12.99","$7.09","$5.90","3,403","1","9","1","06/08/2025","BAGSMART DIRECT","5.0","1.77 x 3.38 x 10.44 in","Large standard","0.28 lb","Color"
"B0FGH736LK","ohora Semi Cured Gel Nail Strips (N Brick 2 Units) - Works with Any Lamps  Salon-Quality  Long Lasting  Easy to Apply & Remove - Includes 2 Prep Pads  Nail File & Wooden Stick","ohora","Beauty & Personal Care","$217,967.00","5,891","$37.00","$10.44","$26.56","3,412","1","4","1","07/03/2025","ohora official","5.0","0.79 x 5.71 x 5.51 in","Large standard","0.11 lb","Color Name"
"B0FLF74DQ3","Farmacy Honey Cloud Lightweight Face Moisturizer - Silky & Hydrating Face Lotion Infused with Hyaluronic Acid  Peptides & Chamomile - Soothing Daily Facial Moisturizer for Sensitive Skin (50ml)","Farmacy","Beauty & Personal Care","$333,648.00","6,951","$48.00","$11.87","$36.13","3,454","3","5","2","08/06/2025","Farmacy Beauty","5.0","2.6 x 2.68 x 3.03 in","Large standard","0.201 lb","Size Name, Style Name"
"B0FFCCJRMR","OPI Nature Strong Blossom Into Awesome | Semi-Sheer Soft Warm Pink Crème Natural Origin Nail Polish LE | Plant Based  Vegan  Cruelty Free","OPI","Beauty & Personal Care","$22,706.52","1,748","$12.99","$6.62","$6.37","3,465","1","5","1","09/15/2025","Amazon.com","5.0","1.2 x 1.2 x 3.2 in","Large standard","0.13 lb","Color Name, Style Name"
"B0DDL56YFQ","dpHUE Gloss+  Caramel - Conditioning Semi-Permanent Gloss - For Dark Blonde & Light Brown Hair with Golden Tones - Lasts Up to 8 Washes - Vegan  Leaping Bunny Certified - 6.5 oz (8-12 Applications)","dpHUE","Beauty & Personal Care","$166,179.00","4,261","$39.00","$10.99","$28.01","3,479","34","7","2","08/19/2024","recommerce","4.5","2.6 x 2.8 x 8.11 in","Large standard","0.509 lb","Color"
"B0DPJBJQBW","Wet Brush Original Detangler Hair Brush  Pink (Desert Afterglow)  Ultra-Soft IntelliFlex Bristles  Detangling Bristles Glide Through Tangles (Wet Dry & Damaged Hair)  Women & Men (Pack of 2)","Wet Brush","Beauty & Personal Care","$136,494.54","8,333","$16.38","$8.44","$7.94","3,492","3","7","1","12/27/2024","Amazon.com","4.6","1.654 x 7.165 x 11.535 in","Large standard","0.452 lb","N.A."
"B0DZLB9G6F","Cetaphil Skin Activator Hydrating & Firming Cream For Face  Neck & Chest 3.4 oz  Mandelic Acid (AHA) and Centella Asiatica (CICA) Cream  Hydrates and Firms Aging Skin  Anti-Aging Skincare","Cetaphil","Beauty & Personal Care","$30,408.50","3,050","$9.97","$4.92","$5.05","3,510","6","7","1","08/29/2025","Amazon.com","5.0","1.73 x 2.72 x 6.69 in","Large standard","0.291 lb","N.A."
"B0FH6XYG54","Paminify Red Face Paint Halloween Makeup Kit Devil Horns Headband for Kids 1.01oz Water-Based Red Body Paint+Black Lipstick+Sponge+Devil Hairband Cream Face Paint Stick for Costume","paminify","Beauty & Personal Care","$54,836.55","7,845","$6.99","$4.93","$2.06","3,646","4","6","1","08/15/2024","paminify","4.7","1.06 x 5.98 x 6.22 in","Large standard","0.15 lb","Color"
"B0FG2K5S8G","Temporary Hair Color Spray for Kids Women Men  Non-Sticky Hair Color Dye  Non-Damaging Hair Dye Instant Vivid Colored Hair Spray 4.23Oz Hairspray for Diy Halloween Party Cosplay Christmas (Blue)","Azonbey","Beauty & Personal Care","$22,317.66","2,234","$9.99","$4.92","$5.07","3,647","24","7","1","06/30/2025","Doudou Yun US","4.5","2.13 x 2.2 x 6.46 in","Large standard","0.311 lb","Color"
"B0F9HS9JFG","Got2b Curled Detangler  7.5oz  for all curl types  wavy  curly & coily hair  helps to detangle your hair for easy slip","Got2B","Beauty & Personal Care","$9,570.42","958","$9.99","$6.39","$3.60","3,740","27","5","1","05/21/2025","Amazon.com","4.7","1.81 x 7.48 x 12.83 in","Large standard","0.13 lb","Size Name, Style Name"
"B0F9ZN85MR","KISS imPRESS Halloween Press On Nails  ‘Coming Near’  Black  Short Squoval  Magnetic Powder Effect  No Glue  Glow-In-The-Dark  Includes Prep Pad  Mini Nail File  Manicure Stick & 30 Fake Nails","KISS","Beauty & Personal Care","$46,393.37","5,821","$7.97","$4.54","$3.43","3,747","9","7","1","05/27/2025","Amazon.com","4.3","0.94 x 1.77 x 4.76 in","Large standard","0.05 lb","Style Name"
"B0DK8NLXR1","TERSE Christmas Headbands for Women - Non Slip Elastic Sweat Bands - Soft Fabric Hair Wraps - Workout Yoga Running Sport - Thin Bands for Girls  Black  Red  Green","TERSE","Beauty & Personal Care","$77,152.77","7,723","$9.99","$4.26","$5.73","3,757","2","6","1","11/15/2024","TERSE","5.0","0.75 x 4.72 x 6.61 in","Small standard","0.26 lb","Color"
"B0F8PKCTVS","Dr.Jart+ Cicapair Redness Rescue Regimen Korean Skin Care Set with Centella Asiatica | 4 Piece Travel Size Value Gift Set","Dr.Jart+","Beauty & Personal Care","$151,788.00","3,614","$42.00","$11.19","$30.81","3,802","33","7","1","07/25/2025","Amazon.com","4.4","1.654 x 4.921 x 5 in","Large standard","0.397 lb","Style Name"
"B0DHFSG14P","KEYYOU Lash Extension Kit with Bottom Lashes Mixed 5-18mm 80D 100D Eyelash Extension Kit Multi-Type Lash Clusters with Bond and Seal Applicator Remover DIY at Home","KEYYOU","Beauty & Personal Care","$102,911.64","6,436","$15.99","$7.54","$8.45","3,851","33","7","1","09/19/2024","KEYYOULASH","4.2","0.906 x 5.906 x 8.307 in","Large standard","0.375 lb","Style Name"
"B0C9MLQYD2","Bouiexye Bald Cap Halloween  6 Pcs Nylon Wig Caps 6 Pcs Latex Makeup Bald Cap for Adults Women Men Costume Accessory for Theme Halloween Party Cosplay","Bouiexye","Beauty & Personal Care","$37,819.77","2,523","$14.99","$6.48","$8.51","3,899","15","7","1","06/28/2023","BouiexyeDirect","3.3","0.67 x 11.61 x 11.69 in","Small standard","0.331 lb","Number Of Items, Style Name"
"B0F3GFWBVT","Lilac St - Volume Dramatic Faux Eyelash Clusters (12mm) - Dense & Distinctive Look - DIY Lash Extension Wisps - Lightweight & Lifelike - Lasts 10 Days - Korean Silk - Cruelty Free  Vegan - 10 Lashes","Lilac St.","Beauty & Personal Care","$73,219.30","5,654","$12.95","$5.99","$6.96","3,902","1","4","1","04/02/2025","Lilac St. Lashes","5.0","0.66 x 2.2 x 4.48 in","Small standard","0.031 lb","Color Name, Size Name"
"B0DMYJ48F7","KISS Gel Fantasy Color Press On Nails  'Stay Beautiful'  Solid Pink  Real Short Oval  Ultra-Smooth Finish  28 Fake Nails  Pink Gel Nail Glue (2g)  Mini Nail File  & Manicure Stick","KISS","Beauty & Personal Care","$9,425.25","1,475","$6.39","$4.41","$1.98","3,909","15","4","1","01/20/2025","Amazon.com","4.0","1.024 x 2.717 x 5.472 in","Large standard","0.057 lb","Color"
"B09MJ713PZ","PATTNIUM Pink Pontails Cosplay Wig Long Braid Wig for Women Heat Resistant Synthetic Fiber Wig (Hot Pink)","PATTNIUM","Beauty & Personal Care","$83,438.26","4,174","$19.99","$8.54","$11.45","3,927","4","9","1","11/24/2021","PATTNIUM WIG","4.5","1.54 x 6.3 x 9.8 in","Large standard","0.71 lb","Color"
"B0BGMSRFTF","12 Pcs Satin Silk Scrunchies  Soft Hair Ties  Fashion Bands  Bows  Ropes  Elastic Bracelets  Ponytail Holders  Hair Accessories for Women and Girls (4.5 Inch  Champagne)","Sufermoe","Beauty & Personal Care","$54,300.04","6,796","$7.99","$5.01","$2.98","3,938","41","5","1","02/27/2022","Sufermoe","4.6","2.36 x 5.24 x 7.17 in","Large standard","0.181 lb","Color Name, Size Name"
"B0FLCGDQBK","8 Pack Black Flat Hair Clips for Women – Large Matte No-Slip Rectangle Claw Clips for Thick & Thin Hair  Strong Hold Square Hair Accessories for Work & Daily Styling","Drealoe","Beauty & Personal Care","$81,649.70","8,206","$9.95","$4.92","$5.03","3,965","23","7","1","08/06/2025","Gehui Maoyi","4.9","2.244 x 4.173 x 7.362 in","Large standard","0.463 lb","Color"
"B0DSQ5GX2R","LilyAna Naturals Caffeine Eye Cream with Peptides for Dark Circles  Puffiness  Fine Lines and Wrinkles 1.0 oz","LilyAna Naturals","Beauty & Personal Care","$67,170.19","4,481","$14.99","$6.92","$8.07","3,993","50","7","1","01/10/2025","NaturalBeautyInc","3.8","1.69 x 1.85 x 3.98 in","Large standard","0.13 lb","Color Name, Size Name"
"B0FPQRFQQF","Beauday long Purple Braiding Hair Pre stretched Synthetic Hair Extensions for Braids Yaki Texture Purple Hair Extensions for Stage Party Halloween Costume Cosplay 24 inch","beauday","Beauty & Personal Care","$98,545.59","5,301","$18.59","$8.33","$10.26","4,031","10","7","2","09/03/2025","Beaudayhair","5.0","2.205 x 5.669 x 8.898 in","Large standard","0.408 lb","Color Name, Size Name"
"B0F5HF3MTY","Disney Frozen 6 Pack Berry Scented Bath Bombs - Ages 3+ Character Molded Bath Bombs – Fun & Bright Colors - Great Birthday Gifts  Stocking Stuffers  Slumber Parties  Spa Days & More by Townley Girl","Townley Girl","Beauty & Personal Care","$71,166.93","8,907","$7.99","$5.01","$2.98","4,039","40","5","1","04/18/2025","Townley Inc.","4.9","1.26 x 5.71 x 8.31 in","Large standard","0.659 lb","Color Name"
"B0F2N4NVPN","GELLEN 4-In-1 Clear Nail Polish Base Coat Dusty Pink Tint  Sheer Rose Ridge Filler For Nails  Nail Strengthener Concealer  Calcium Formula Smoothes Strengthens Nails  Enhances Natural Look  HEMA Free","GELLEN","Beauty & Personal Care","$69,663.51","7,749","$8.99","$4.62","$4.37","4,044","26","7","1","07/14/2025","Gellen Gel Polish","4.2","1 x 2.1 x 4.1 in","Large standard","0.17 lb","Color"
