Catalyst Products Export 
Report Generated at: Tue Oct 14 2025 23:47:13 GMT+0800 (China Standard Time)
ASIN,Product Name,Brand,Category,Revenue (Monthly),Units Sold (Monthly),Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight,Variant Differences
"B0DDK6DNZY","Dimoon 393''x17.7'' Pink Peel and Stick Wallpaper Contact Paper Modern Self Adhesive Wall Paper Removable Renter Friendly Textured Solid Color Shelf Cabinet Vinyl Roll (393''x17.7'' Rose Red)","Dimoon","Tools & Home Improvement","$119,629.26","4,274","$27.99","$11.24","$16.75","2,883","1","5","1","10/19/2024","Dimoon","5.0","2.44 x 2.48 x 17.76 in","Large standard","2.339 lb","Color Name, Size Name"
"B0B9L7D45X","DGWHYC Gold Toilet Paper Holder  304 Stainless Steel Toilet roll Paper Holder Rustproof for Bathroom  Kitchen and Washroom  3M no driiling Wall Mount DG-TPA23","DGWHYC","Tools & Home Improvement","$28,714.92","4,108","$6.99","$5.17","$1.82","2,888","27","5","1","08/14/2022","dgwu6687","4.4","1.85 x 3.43 x 6.89 in","Large standard","0.26 lb","Color Name"
"B0DW42M1N7","Govee Outdoor Spot Lights 2  IP67 Waterproof Spotlights  Landscape Lights Work with Matter  Alexa  and Google Assistant  RGBWIC Color Changing Light for Outdoor Decor  Patio Decorations  2 Pack","Govee","Tools & Home Improvement","$271,072.89","2,711","$99.99","$23.39","$76.60","2,891","32","7","1","07/11/2025","Govee US","4.4","4.8 x 8.19 x 12.13 in","Large standard","4.321 lb","Size"
"B0F9SVWLTR","10x12ft Clear Waterproof Tarp with Grommets  Upgraded Edge Heat Fused Tear Resistant Clear Heavy Duty Tarps for Patio Fencing  Rain  Wind  Cold  Chicken Coops  and More（Windproof Rope+Tie-Downs）","yeatem","Tools & Home Improvement","$83,002.84","2,516","$32.99","$13.02","$19.97","2,956","31","9","1","05/24/2025","FUNSIMI-US","4.1","2.6 x 10.63 x 14.65 in","Large standard","3.28 lb","Size"
"B0F9F7XWDD","Halloween Decorations Indoor  Light Up Ghosts in Glass Domes with Wood Base  Cute Halloween Decor for Table  Fireplace  Bookshelf – Spooky Halloween Decor Kit (2 Pack)","Odewhine","Tools & Home Improvement","$19,220.76","1,924","$9.99","$8.96","$1.03","2,965","23","5","1","05/21/2025","DexiStyle-US","4.3","5.28 x 9.88 x 10.31 in","Large standard","1.85 lb","Item Package Quantity"
"B0CVVWQK55","HOSOM 2 Pack Dummy Door Knobs  Keyless Closet Door Knobs Satin Nickel Dummy Door Handle  Exterior/Interior Door Knob  Individual Non-Turning Dummy Door Knob Single Side","HOSOM","Tools & Home Improvement","$18,497.36","1,624","$11.39","$7.25","$4.14","3,034","17","7","1","05/15/2024","PremiumHOME","4.5","4.09 x 4.21 x 6.5 in","Large standard","0.88 lb","Color Name, Size Name, Style Name"
"B0DHK2TQXP","Toilet Seat Round 16.5 Inch with Quick Release-Quick Connect. White Round Toilet Seat with Soft Close. PP Material Safe  Easy Clean and Install  Sturdy Accessories Never Loosen 2 Years Support  Black","Huttdmel","Tools & Home Improvement","$96,481.53","3,447","$27.99","$12.83","$15.16","3,069","32","7","1","09/20/2024","Huttdmel","3.5","2.91 x 13.89 x 17.24 in","Large standard","3.481 lb","Color Name, Size Name"
"B0D796SNK6","Lingvee Halloween Projector Light with 1 Film Slides Holiday LED Projector Lights Outdoor Reflectors Waterproof Landscape Decorative Rotation Lighting Movement Projection Lamp(Ghost)","Lingvee","Tools & Home Improvement","$74,685.90","2,410","$30.99","$10.19","$20.80","3,107","39","5","1","06/17/2024","Letiyuland","4.3","4.21 x 4.29 x 6.54 in","Large standard","0.95 lb","Style Name"
"B09W4KBV3P","GUARD SHIELD Orange Tarp 12x20 Feet Tarps High Visibility Outdoor Poly Cover Lightweight 6mil","GUARD SHIELD","Tools & Home Improvement","$79,068.36","3,164","$24.99","$12.22","$12.77","3,129","22","6","1","03/22/2022","GUARD SHIELD","4.4","4.13 x 10.43 x 14.53 in","Large standard","4.7 lb","Color Name, Size Name"
"B0FB86VMDG","Brightown 4 Pack Solar String Lights Outdoor  Total 288Ft 800 LED Twinkle Fairy Lights Waterproof with 8 Modes Auto On/Off for Patio Tree Garden Party Home Wedding Christmas Decorations (Warm White)","Brightown","Tools & Home Improvement","$220,759.89","5,811","$37.99","$13.85","$24.14","3,174","17","7","1","08/30/2025","Brightown USA","5.0","5.94 x 6.73 x 7.95 in","Large standard","3.569 lb","Color Name, Size Name"
"B0DRNVLB1W","RAZCC Privacy Door Knobs  6 Pack Matte Black Door Knobs with Lock  Bed and Bath Door Knob Interior Keyless Locksets  Round Door Handles Reversible for Left Right Handed Doors","RAZCC","Tools & Home Improvement","$93,262.73","2,827","$32.99","$13.18","$19.81","3,179","50","7","1","12/27/2024","RAZCC Direct","4.3","6.34 x 7.32 x 11.3 in","Large standard","0.04 lb","Size Name"
"B0DKSHXRSP","CABDM 5 Pack 12 Inch Solid Kitchen Cabinet Handles Poilshed Chrome Heavy Duty Cabinet Pulls Drawer Pulls Cabinet Hardware Kitchen Handles for Cabinets Cupboard Handles","CABDM","Tools & Home Improvement","$194,787.53","3,247","$59.99","$16.20","$43.79","3,279","13","5","1","10/24/2024","YuanjingHardware","5.0","1.38 x 5.28 x 14.33 in","Large standard","2.619 lb","Color Name, Number Of Items, Size Name"
"B0B78VQXS9","Touch Up Cup Paint Storage Containers and Paint Brushes for Touch Ups  Home Improvement  3 Plastic Painting Cups with Lids  2 Brushes  As Seen On Shark Tank Products","Touch Up Cup","Tools & Home Improvement","$69,602.25","2,703","$25.75","$4.85","$20.90","3,319","14","7","1","05/25/2022","DZ Innovation","4.7","1 x 1 x 1 in","Large standard","1 pound","Style Name"
"B0DQCZKL7T","Adjustable Cutting Machine Base Guide  Innovative Clamp Circular Saw Guide New Electric Circular Saw Milling Positioning Clamp Precision Wood Cutting Guide for Professionals and Diy Enthusiasts","safoezy","Tools & Home Improvement","$15,334.77","1,023","$14.99","$7.14","$7.85","3,343","44","7","1","01/04/2025","LINERPING","3.0","1.54 x 1.97 x 12.32 in","Large standard","0.37 lb","N.A."
"B0FKBYXTWZ","Permanent Outdoor Lights  100ft Smart Eave Lights with 72 LED Lights  IP67 Waterproof  App Control  DIY RGBIC Light for House Halloween Decorations  Compatible with Alexa and Google Assistant  White","LANDRHYTHM","Tools & Home Improvement","$95,690.43","957","$99.99","$23.39","$76.60","3,347","3","7","3","07/29/2025","DanQ-Songge","5.0","3.78 x 7.24 x 12.87 in","Large standard","4.299 lb","Color"
"B0F19GLMKK","Barnakl Pet Fresh Ceiling Fan Filters for Blades  Zeolite Air Filters  Ceiling Fan Air Purifier Pads  Odorless Pet Odor Eliminator for Home  Fan Filters for Dust  Dander & Odors – 5 Pack","barnakl","Tools & Home Improvement","$70,480.62","2,358","$29.89","$10.02","$19.87","3,359","33","9","1","03/12/2025","Barnakl","4.6","1.18 x 5.59 x 12.36 in","Large standard","0.11 lb","Color"
"B0FGQ226XN","16-Pack Solar Lights Outdoor (Extra-Bright & Smart Auto On/Off)  Solar Powered Garden Lights  Waterproof Solar Pathway Lights for Landscape  Path  Yard  Patio  Driveway  Walkway Decor (Warm White)","Albelt","Tools & Home Improvement","$433,065.86","5,414","$79.99","$21.19","$58.80","3,398","7","7","1","07/03/2025","jiamanstore","5.0","4.843 x 13.583 x 14.291 in","Large standard","4.167 lb","Color Name, Size Name"
"B0DG5MJ4P3","khtumeware 10 Pack 6-1/4 inch Center to Center Solid Matte Black Cabinet Pulls Slim Square Bar Drawer Handles Cabinet Handles Black Drawer Pulls Kitchen Cabinet Hardware","khtumeware","Tools & Home Improvement","$71,258.76","2,358","$30.22","$12.14","$18.08","3,441","46","5","1","09/05/2024","wilkhardware","4.7","1.65 x 5.71 x 8.66 in","Large standard","2.82 lb","Number Of Items, Size Name"
"B0FGJPSN1R","HIBOITEC Halloween Black Light Spotlight Outdoor 12W IP65 Waterproof LED Spot Lights Landscape Lighting with US Plug for Glow Party Body Paint Yard Garden Decorations 4Packs","HIBOITEC","Tools & Home Improvement","$106,907.22","2,139","$49.98","$15.11","$34.87","3,444","37","7","1","07/03/2025","HIBOITEC-US","4.6","5.63 x 5.787 x 6.732 in","Large standard","2.866 lb","Size"
"B0BXJQBRMJ","Double Thick Chip Paint Brush  6 Pack  3 inch / 75mm Stain Brushes for Painting Walls and Fence Staining  Wooden Handle Masonry Paintbrush for Varnish  Paste  Gesso and Limewash","Genixart","Tools & Home Improvement","$87,937.50","3,750","$23.45","$9.50","$13.95","3,462","13","9","1","03/05/2023","Genixart","4.4","1.46 x 7.6 x 9.8 in","Large standard","1.06 lb","Number Of Items"
"B0F7HCMZCK","DAYLIGHTIR Solar Halloween Pumpkin LED Lights  Set of 2 Big Pumpkin Stake Lights 2 Modes for Outdoor Halloween Pathway Yard Garden Decoration (Warm White-Pumpkin  2 Pack)","DAYLIGHTIR","Tools & Home Improvement","$95,811.95","3,305","$28.99","$11.21","$17.78","3,472","22","7","1","N.A.","tai zhou yi chuang ke ji you xian gong si","4.1","2.01 x 12.01 x 12.2 in","Large standard","1.321 lb","Color, Size"
"B0FC6BZ4XZ","Philips Solar Lights Motion Sensor Outdoor  120 LEDs Solar Powered Security Lights 3 Lighting Modes  Waterproof Wall Lights for Outside Yard Fence Garden Garage","Philips","Tools & Home Improvement","$45,032.13","1,287","$34.99","$12.11","$22.88","3,489","24","7","1","08/31/2025","Favorline","4.9","4.8 x 5.59 x 9.09 in","Large standard","2.141 lb","Number Of Items, Size"
"B0FBRKBTWN","LOLStar 5-Pack Ghost Halloween Pathway Lights Outdoor  Waterproof Battery Operated Halloween Path Decorations Walkway Garden Stake Lights with Timer 8 Flash Mode Light Up for Yard Patio Lawn Grave","LOLStar","Tools & Home Improvement","$32,990.65","1,435","$22.99","$10.31","$12.68","3,607","20","7","1","06/03/2025","LOLStar","4.2","2.8 x 7.17 x 14.53 in","Large standard","0.84 lb","Color"
"B0FGZY8LPW","Eldnacele Ghost Flamless Flickering Candles with 18-key Remote and Timer  12 Color Changing Battery Operated Spooky Candles Real Wax Small Ghost Lights LED Candle Fireplace Halloween Indoor Decor Gift","Eldnacele","Tools & Home Improvement","$39,765.06","2,094","$18.99","$8.83","$10.16","3,613","18","7","1","07/08/2025","Eldnacele","4.7","3.74 x 4.409 x 8.504 in","Large standard","0.86 lb","Color"
"B0F7XWH9VL","JOYIN Halloween Decorations Outdoor Solar Scary Eyeball Lights  4 Pcs 24LEDs Warm Pathway Yard Stakes  Waterproof Firefly Lights for Halloween Graveyard Yard Garden Patio Walkway Party","JOYIN","Tools & Home Improvement","$31,665.00","2,111","$15.00","$9.29","$5.71","3,635","17","9","1","N.A.","JoyinDirect","4.4","3.346 x 6.339 x 14.882 in","Large standard","1.276 lb","Number Of Items, Style"
"B09HJQF6FM","WADILE Grasscloth Peel and Stick Wallpaper 15.7in x 787.4in  Textured Contact Paper for Cabinets  Faux Linen Wall Paper Pull and Stick  Fabric Vinyl Wallpaper Self Adhesive Blackish Green","WADILE","Tools & Home Improvement","$137,004.21","2,979","$45.99","$14.97","$31.02","3,663","36","7","1","09/30/2021","WADILE Direct","3.9","3.62 x 3.66 x 16.1 in","Large standard","3.481 lb","Color Name, Size Name"
"B0F4ZW912S","Klein Tools 33803 ProFlex 42-Bit Impact Driver Bit Set with Modular Case  S2 Steel  Magnetic  Adjustable Screwdriver","KLEIN TOOLS","Tools & Home Improvement","$75,221.19","1,881","$39.99","$12.36","$27.63","3,713","7","7","1","04/15/2025","Amazon.com","4.8","1.85 x 5.827 x 10.551 in","Large standard","1.287 lb","Style"
"B0DTMGNC33","Mail Boss 7585 Mail Manager Curbside Locking Security Mailbox  Sage Green","Mail Boss","Tools & Home Improvement","$289,713.66","2,634","$109.99","$36.98","$73.01","3,727","34","5","2","01/21/2025","Amazon.com","4.8","12.4 x 13.1 x 22.5 in","Large bulky","25.549 lb","Color Name, Pattern Name"
"B0CC2VHBQQ","CANDLE CHOICE Outdoor Battery Operated Flameless Pillar Candles with Auto Daily Timer Waterproof Realistic Flickering Electric LED Lights with Pumpkin Witch Decals Halloween Decorations 3”X5” 2 Pack","CANDLE CHOICE","Tools & Home Improvement","$23,946.03","2,397","$9.99","$6.27","$3.72","3,739","14","5","1","08/07/2023","Candle Choice","4.6","3.23 x 5.35 x 6.18 in","Large standard","0.549 lb","Color Name, Size Name"
"B0FLXZCQSC","Kelly's Collection 30 Inch Drain Snake Hair Clog Remover  Anti-break Metal Sink Snake Drain Cleaner Tool with Nylon Layer  Drain Hair Removal Tool for Shower  Bathroom Sink Drain Unclog (5 Pack)","Kelly's Collection","Tools & Home Improvement","$27,290.34","3,222","$8.47","$4.73","$3.74","3,754","50","8","1","08/11/2025","Kelly's collection","4.4","0.71 x 5.94 x 9.76 in","Small standard","0.311 lb","Style"
"B0FG2QM2QD","XCXVVB Garage Shelving Heavy Duty Garage Storage Shelves Metal Shelving Unit 5 Tier Adjustable Steel Utility Shelf Use for Basement Warehouse  Pantry Closet Black (81.1"" H*45.67"" W*19.7"" D)","XCXVVB","Tools & Home Improvement","$149,113.43","1,657","$89.99","$14.49","$75.50","3,807","47","7","1","06/30/2025","XCXVVB","4.4","15.7 x 35.4 x 72 in","Extra-large 150+ lb","100 lb","Size"
"B0F5Q8HDVQ","wowatt 2Pcs Rechargeable Battery Operated Ceiling Light  Motion Sensor Light Indoor Wireless Shower Lamp with Remote 3000K 4500K 6500K Dimmable Timing for Closet  Shower  Hallway  Patio","wowatt","Tools & Home Improvement","$114,045.98","3,002","$37.99","$12.21","$25.78","3,812","46","7","1","04/21/2025","wowatt-us","4.5","1.46 x 7.99 x 9.45 in","Large standard","1.739 lb","Color Name, Size Name"
"B0FJSLXDZ8","PTYcrazy Halloween Pumpkin Lights  LED Pumpkin Lights with Remote and Timer Jack-O-Lantern Light for Halloween Decor Battery Operated  Bright Flickering Flameless Candle Set 4 Pack","PTYcrazy","Tools & Home Improvement","$29,521.59","1,641","$17.99","$7.59","$10.40","3,835","26","7","1","07/24/2025","Chengkunkeji","4.3","1.732 x 5.472 x 5.866 in","Large standard","0.395 lb","Size"
"B0FV8G4ZHZ","2Pack 8x20ft Clear Waterproof Tarp with Grommets  Upgraded Edge Heat Fused Tear Resistant Clear Heavy Duty Tarps for Patio Fencing  Rain  Wind  Cold  Chicken Coops（Windproof Rope+Tie-Downs）","ZERNBER","Tools & Home Improvement","$264,573.54","2,646","$99.99","$24.83","$75.16","3,846","14","7","1","05/24/2025","Yiwu Aixi Electronic Commerce Co., Ltd.","4.0","5.39 x 12.05 x 15.12 in","Large standard","8.801 lb","Size Name"
"B0FD7G1T7G","1 Male to 2 Females Y-Splitter for Govee Permanent Outdoor Lights  Y-Shaped Extension Cable Compatible with Govee H705A H705B H705C 3 Pin Permanent Outdoor Lights","SIWBSYDD","Tools & Home Improvement","$21,954.27","1,373","$15.99","$6.17","$9.82","3,854","36","7","1","06/14/2025","WANBANGSY","3.8","0.94 x 3.7 x 5.75 in","Large standard","0.071 lb","Size Name"
